Area_ha,Perc_Manobra_%,Perc_Trafego_%,Variedade,Epoca,Processo,Key,Key_norm,E_usado,G_final_usado,s_usado,g_to_usado,L_to_usado,rho_usado,d_usado,m_linhas_por_ha,gemas_plantadas_m,toletes_por_m,toletes_por_ha,massa_t_ha_tolete,massa_t_ha_por_d,massa_escolhida_t_ha,Area_efetiva_ha,massa_total_area_t,d_rec_kg_m,desvio_d_%,tolerancia_d_%,semaforo
10.0,5.0,3.0,CTC4,Chuva,Mecanizado,CTC4|Chuva|Mecanizado,CTC4|CHUVA|MECANIZADO,1.5,12.0,0.62,2.8,0.4,1.2,2.4,6666.666666666667,19.35483870967742,6.912442396313365,46082.949308755764,22.11981566820277,16.0,22.11981566820277,9.2,203.50230414746545,2.4,0.0,0.08,OK
